age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,anual_income,monthly_rate,num_companies_worked,over18,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager,year_birth,monthly_income,number_children,remote_work
37,Yes,Travel Rarely,807.0,Unknown,6.0,4,Human Resources,133,3,Male,63.0,3,1,Human Resources,1,Divorced,4706.75,23648.0,4,Yes,Unknown,22.0,4,4,,0.0,0,3,3,3,0,0,2,1986,392.23,,Yes
59,No,Non Travel,1420.0,Unknown,2.0,4,Human Resources,0,3,Female,32.0,2,2,Manager,4,Unknown,18844.0,21922.0,9,Yes,No,21.0,4,4,80.0,1.0,0,3,3,3,0,2,2,1964,1570.33,,No
25,No,Unknown,1280.0,Unknown,7.0,1,Unknown,143,4,Male,65.99,2,1,Research Scientist,4,Married,3314.25,26897.0,1,Yes,No,11.0,3,3,,2.0,0,2,0,2,0,2,1,1998,276.19,,Yes
43,No,Unknown,957.0,Unknown,26.0,3,Medical,171,2,Female,72.0,4,1,Research Scientist,3,Single,4739.0,16090.0,4,Yes,Unknown,12.0,3,4,,0.0,0,2,3,3,0,1,2,1980,394.92,,Yes
50,No,Travel Frequently,809.0,Unknown,12.0,3,Unknown,0,3,Female,77.0,3,3,Sales Executive,4,Single,6982.03,6645.0,4,Yes,No,11.0,3,4,,0.0,16,3,0,2,0,2,1,1973,581.84,,No
31,Yes,Travel Rarely,542.0,Unknown,20.0,3,Unknown,175,2,Female,71.0,1,2,Sales Executive,3,Unknown,6982.03,24788.0,3,Yes,Yes,11.0,3,3,,1.0,4,2,3,2,0,2,2,1992,581.84,,Yes
36,No,Unknown,216.0,Research & Development,6.0,2,Medical,178,2,Male,84.0,3,2,Manufacturing Director,2,Divorced,7350.56,2819.0,6,Yes,No,20.0,4,4,,2.0,7,0,3,3,0,0,1,1987,612.55,,No
51,Yes,Travel Frequently,1150.0,Unknown,16.0,4,Unknown,179,1,Male,53.0,1,3,Manufacturing Director,4,Unknown,10650.0,25150.0,2,Yes,Unknown,15.0,3,4,,0.0,18,2,3,4,0,0,3,1972,887.5,,No
25,No,Unknown,807.05,Sales,28.0,3,Life Sciences,0,1,Male,41.0,2,2,Sales Executive,3,Unknown,6982.03,24835.0,2,Yes,Unknown,18.0,3,4,,0.0,0,3,3,2,0,2,2,1998,581.84,,No
38,No,Travel Rarely,364.0,Unknown,3.0,3,Technical Degree,193,4,Female,32.0,3,2,Research Scientist,3,Unknown,4317.0,2302.0,3,Yes,Yes,20.0,4,2,,0.0,19,2,0,3,0,2,2,1985,359.75,,No
30,No,Travel Rarely,201.0,Research & Development,5.0,3,Technical Degree,197,4,Female,84.0,3,1,Research Scientist,1,Divorced,3314.25,10415.0,5,Yes,No,14.0,0,4,,1.0,8,3,3,3,0,2,2,1993,276.19,,Yes
22,No,Unknown,1256.0,Unknown,36.0,1,Medical,0,3,Male,80.0,3,1,Research Scientist,4,Married,3314.25,11992.0,1,Yes,No,24.0,4,1,80.0,2.0,2,6,3,2,0,2,2,2001,276.19,,Yes
27,No,Non Travel,691.0,Research & Development,9.0,3,Medical,218,4,Male,57.0,3,1,Research Scientist,2,Unknown,2024.0,5970.0,6,Yes,Unknown,18.0,3,4,80.0,1.0,0,1,1,2,0,2,2,1996,168.67,,Yes
28,No,Unknown,440.0,Research & Development,21.0,3,Medical,221,3,Male,42.0,3,1,Research Scientist,4,Married,3314.25,6672.0,1,Yes,No,11.0,3,3,,1.0,5,2,1,5,0,0,2,1995,276.19,,Yes
27,No,Unknown,1157.0,Unknown,17.0,3,Unknown,233,3,Male,51.0,3,1,Research Scientist,2,Unknown,3058.0,13364.0,0,Yes,Unknown,16.0,3,4,,1.0,6,3,2,5,0,1,1,1996,254.83,,Yes
56,No,Travel Rarely,713.0,Unknown,8.0,3,Life Sciences,241,3,Female,67.0,3,1,Research Scientist,1,Divorced,3314.25,13939.0,4,Yes,Unknown,18.0,3,3,80.0,1.0,0,3,0,2,0,2,2,1967,276.19,,Yes
38,No,Travel Rarely,807.05,Unknown,9.0,2,Unknown,245,3,Female,75.0,3,1,Laboratory Technician,4,Single,3299.17,6319.0,1,Yes,Unknown,12.0,0,3,,0.0,0,3,0,2,0,2,1,1985,274.93,,Yes
31,No,Travel Rarely,140.0,Unknown,12.0,1,Medical,246,3,Female,95.0,3,1,Research Scientist,4,Unknown,3929.0,6984.0,8,Yes,Unknown,23.0,4,3,80.0,1.0,7,0,3,4,0,0,2,1992,327.42,,Yes
34,No,Travel Rarely,629.0,Unknown,27.0,2,Medical,247,4,Female,95.0,3,1,Research Scientist,2,Unknown,3314.25,5711.0,2,Yes,No,15.0,3,4,,0.0,9,3,3,3,0,1,2,1989,276.19,,Yes
50,No,Unknown,328.0,Research & Development,1.0,3,Unknown,249,3,Male,86.0,2,1,Laboratory Technician,3,Unknown,3299.17,3425.0,2,Yes,Unknown,15.0,3,4,,1.0,0,2,2,3,0,0,2,1973,274.93,,No
53,No,Unknown,1084.0,Unknown,13.0,2,Unknown,250,4,Female,65.99,4,2,Manufacturing Director,1,Divorced,7350.56,26250.0,1,Yes,No,11.0,3,3,,2.0,5,3,3,4,2,1,3,1970,612.55,,No
35,No,Travel Frequently,807.05,Unknown,24.0,3,Medical,269,2,Female,37.0,3,2,Laboratory Technician,2,Single,4425.0,15986.0,5,Yes,Unknown,11.0,3,4,,0.0,0,5,3,6,0,1,2,1988,368.75,,Yes
27,No,Travel Frequently,472.0,Unknown,1.0,1,Unknown,0,3,Male,60.0,2,2,Manufacturing Director,1,Married,7350.56,9679.0,5,Yes,Unknown,19.0,3,3,,1.0,0,1,3,2,0,2,0,1996,612.55,,No
40,No,Unknown,905.0,Unknown,38.0,2,Unknown,0,3,Male,99.0,3,2,Laboratory Technician,4,Married,3299.17,16523.0,8,Yes,Unknown,15.0,3,3,,1.0,0,2,4,7,0,3,7,1983,274.93,,Yes
22,No,Unknown,1136.0,Unknown,22.0,3,Life Sciences,0,2,Male,60.0,4,1,Research Scientist,2,Unknown,2328.0,12392.0,1,Yes,Unknown,16.0,3,1,,1.0,4,2,2,4,0,2,2,2001,194.0,,No
40,No,Unknown,1151.0,Unknown,10.0,3,Life Sciences,287,4,Male,63.0,2,2,Healthcare Representative,4,Unknown,7812.92,14242.0,9,Yes,No,14.0,3,4,80.0,1.0,5,5,1,3,0,0,2,1983,651.08,,Yes
46,No,Unknown,644.0,Unknown,1.0,4,Unknown,288,4,Male,65.99,3,3,Healthcare Representative,1,Unknown,7812.92,12368.0,7,Yes,No,16.0,3,3,80.0,1.0,17,3,3,4,0,0,3,1977,651.08,,Yes
30,Yes,Unknown,1005.0,Unknown,3.0,3,Technical Degree,297,4,Female,88.0,3,1,Research Scientist,1,Unknown,2657.0,8556.0,5,Yes,Yes,11.0,3,3,,0.0,8,5,3,5,0,0,4,1993,221.42,,Yes
29,Yes,Unknown,992.0,Unknown,1.0,3,Unknown,0,3,Male,85.0,3,1,Research Scientist,3,Single,3314.25,19757.0,0,Yes,Unknown,14.0,3,4,,0.0,0,1,2,6,0,1,5,1994,276.19,,No
54,No,Unknown,1147.0,Unknown,3.0,3,Unknown,303,4,Female,52.0,3,2,Sales Executive,1,Married,5940.0,17011.0,2,Yes,Unknown,14.0,3,4,,1.0,16,4,3,6,0,0,5,1969,495.0,,No
33,No,Travel Rarely,147.0,Research & Development,4.0,4,Unknown,305,3,Female,47.0,2,1,Research Scientist,2,Married,2622.0,13248.0,6,Yes,Unknown,21.0,4,4,,0.0,0,3,3,3,0,1,1,1990,218.5,,Yes
52,No,Travel Rarely,1323.0,Unknown,2.0,3,Unknown,316,3,Female,89.0,2,1,Laboratory Technician,4,Single,3212.0,3300.0,7,Yes,Unknown,15.0,3,2,,0.0,0,3,2,2,0,2,2,1971,267.67,,Yes
59,No,Travel Rarely,818.0,Human Resources,6.0,2,Medical,0,2,Male,65.99,3,1,Human Resources,3,Married,4706.75,25657.0,8,Yes,Unknown,17.0,3,4,,0.0,0,2,2,2,0,2,2,1964,392.23,,No
32,Yes,Unknown,515.0,Unknown,1.0,3,Unknown,0,4,Male,62.0,2,1,Laboratory Technician,3,Single,3299.17,9571.0,0,Yes,Unknown,14.0,3,4,,0.0,4,2,1,3,0,1,2,1991,274.93,,Yes
39,No,Unknown,1431.0,Unknown,24.0,4,Medical,332,2,Female,96.0,3,1,Laboratory Technician,3,Divorced,3299.17,15417.0,7,Yes,No,14.0,3,3,80.0,3.0,7,1,3,3,0,1,2,1984,274.93,,No
32,No,Non Travel,976.0,Unknown,26.0,4,Marketing,0,3,Male,100.0,3,2,Sales Executive,4,Unknown,6982.03,12069.0,0,Yes,No,18.0,3,1,80.0,0.0,4,2,3,3,0,2,2,1991,581.84,,Yes
31,No,Unknown,1327.0,Unknown,3.0,4,Medical,337,2,Male,73.0,3,3,Research Director,3,Divorced,16089.84,13523.0,9,Yes,No,12.0,3,1,,1.0,0,3,3,2,0,2,2,1992,1340.82,,Yes
33,No,Travel Rarely,832.0,Unknown,5.0,4,Life Sciences,338,3,Female,63.0,2,1,Research Scientist,4,Married,2911.0,14776.0,1,Yes,Unknown,13.0,3,3,,1.0,2,2,2,2,0,0,2,1990,242.58,,Yes
45,No,Unknown,1199.0,Unknown,23.0,4,Life Sciences,341,1,Male,77.0,4,2,Manufacturing Director,3,Unknown,7350.56,5118.0,4,Yes,Unknown,17.0,3,4,,1.0,9,1,3,3,0,0,2,1978,612.55,,Yes
42,No,Unknown,916.0,Research & Development,17.0,2,Unknown,347,4,Female,82.0,4,2,Research Scientist,1,Single,3314.25,23016.0,3,Yes,Yes,13.0,3,3,,0.0,0,1,3,3,0,0,2,1981,276.19,,Yes
29,No,Unknown,1247.0,Unknown,19.0,2,Marketing,349,4,Male,45.0,3,2,Sales Executive,4,Divorced,6931.0,10732.0,2,Yes,No,14.0,3,4,,1.0,0,2,3,3,0,0,2,1994,577.58,,No
25,No,Travel Rarely,685.0,Unknown,1.0,3,Unknown,350,1,Female,62.0,3,2,Manufacturing Director,3,Married,7350.56,7505.0,0,Yes,No,12.0,3,4,,2.0,5,3,3,4,0,1,2,1998,612.55,,No
32,No,Unknown,128.0,Unknown,2.0,1,Unknown,362,4,Male,84.0,2,2,Laboratory Technician,1,Unknown,2176.0,19737.0,4,Yes,No,13.0,3,4,80.0,0.0,9,5,3,6,0,0,4,1991,181.33,,No
28,No,Travel Rarely,1158.0,Unknown,9.0,3,Unknown,0,4,Male,94.0,3,1,Research Scientist,4,Married,3314.25,2613.0,1,Yes,No,23.0,4,4,,1.0,0,3,0,5,0,0,4,1995,276.19,,Yes
21,No,Travel Rarely,996.0,Unknown,3.0,2,Unknown,379,4,Male,100.0,2,1,Research Scientist,3,Single,3230.0,10531.0,1,Yes,No,17.0,3,1,80.0,0.0,0,4,4,3,0,1,0,2002,269.17,,No
37,No,Non Travel,728.0,Unknown,1.0,4,Medical,380,1,Female,80.0,3,3,Research Director,4,Divorced,16089.84,11677.0,2,Yes,Yes,18.0,3,1,,2.0,0,2,3,5,0,0,2,1986,1340.82,,No
38,No,Travel Rarely,688.0,Unknown,23.0,4,Life Sciences,393,4,Male,82.0,3,2,Healthcare Representative,4,Unknown,7812.92,18899.0,9,Yes,Unknown,14.0,3,2,80.0,1.0,0,2,3,2,0,1,2,1985,651.08,,No
26,Yes,Travel Rarely,1449.0,Unknown,16.0,4,Medical,394,1,Male,45.0,3,1,Laboratory Technician,2,Divorced,3299.17,14180.0,2,Yes,Yes,13.0,3,4,80.0,1.0,0,2,3,3,0,0,2,1997,274.93,,No
49,No,Unknown,636.0,Unknown,10.0,4,Life Sciences,396,3,Female,65.99,3,2,Research Director,1,Single,18665.0,25594.0,9,Yes,Yes,11.0,3,4,,0.0,0,4,3,3,0,1,2,1974,1555.42,,Yes
31,No,Travel Frequently,444.0,Sales,5.0,3,Unknown,0,4,Female,84.0,3,1,Sales Representative,2,Divorced,2789.0,3909.0,1,Yes,Unknown,11.0,3,3,,1.0,2,5,2,2,0,2,2,1992,232.42,,Yes
37,No,Travel Frequently,889.0,Unknown,9.0,3,Medical,403,2,Male,53.0,3,1,Research Scientist,4,Married,3314.25,11411.0,1,Yes,Unknown,12.0,3,3,80.0,3.0,0,3,2,4,0,1,2,1986,276.19,,No
31,No,Travel Rarely,691.0,Research & Development,11.0,4,Unknown,423,1,Male,86.0,3,1,Research Scientist,4,Married,3314.25,10077.0,0,Yes,Unknown,12.0,3,3,,1.0,0,4,3,5,0,0,3,1992,276.19,,Yes
31,No,Travel Rarely,106.0,Unknown,2.0,3,Human Resources,424,1,Male,62.0,2,2,Human Resources,1,Unknown,6410.0,17822.0,3,Yes,No,12.0,3,4,,0.0,0,1,3,2,0,1,0,1992,534.17,,No
31,No,Unknown,807.05,Research & Development,2.0,4,Unknown,0,3,Male,32.0,3,1,Research Scientist,4,Unknown,3314.25,7747.0,0,Yes,Unknown,18.0,3,2,,1.0,3,2,1,2,0,2,2,1992,276.19,,Yes
52,Yes,Unknown,723.0,Unknown,17.0,4,Medical,433,1,Male,85.0,2,2,Research Scientist,2,Unknown,4941.0,17747.0,2,Yes,No,15.0,0,1,80.0,0.0,11,3,2,8,0,7,7,1971,411.75,,No
28,Yes,Unknown,1157.0,Unknown,2.0,4,Medical,440,1,Male,84.0,1,1,Research Scientist,4,Married,3314.25,24737.0,5,Yes,Yes,13.0,3,4,,0.0,0,4,2,3,0,2,2,1995,276.19,,Yes
47,No,Travel Rarely,1482.0,Unknown,5.0,3,Unknown,447,4,Male,42.0,3,2,Research Director,3,Married,16089.84,16375.0,4,Yes,Unknown,11.0,3,2,80.0,1.0,21,2,3,3,0,1,1,1976,1340.82,,No
29,No,Unknown,738.0,Unknown,9.0,3,Other,455,2,Male,30.0,2,1,Laboratory Technician,4,Unknown,3983.0,7621.0,0,Yes,No,17.0,3,3,80.0,0.0,4,2,0,3,0,2,2,1994,331.92,,Yes
37,No,Unknown,1192.0,Unknown,5.0,2,Medical,460,4,Male,61.0,3,2,Manufacturing Director,4,Unknown,6347.0,23177.0,7,Yes,No,16.0,3,3,,2.0,8,2,2,6,0,0,4,1986,528.92,,Yes
23,No,Unknown,1309.0,Unknown,26.0,1,Unknown,465,3,Male,83.0,3,1,Research Scientist,4,Unknown,2904.0,16092.0,1,Yes,Unknown,12.0,3,3,,2.0,0,2,2,4,0,0,2,2000,242.0,,No
42,No,Travel Rarely,544.0,Human Resources,2.0,1,Unknown,470,3,Male,52.0,3,1,Human Resources,3,Divorced,2696.0,24017.0,0,Yes,Yes,11.0,3,3,,1.0,4,5,3,3,0,1,0,1981,224.67,,No
30,No,Unknown,641.0,Sales,25.0,2,Unknown,475,4,Female,85.0,3,2,Sales Executive,3,Unknown,6982.03,6069.0,7,Yes,Unknown,12.0,3,2,,1.0,4,2,4,2,0,2,2,1993,581.84,,No
21,Yes,Unknown,756.0,Unknown,31.0,1,Unknown,478,1,Female,99.0,2,1,Sales Representative,2,Single,2174.0,9150.0,1,Yes,Unknown,11.0,3,3,,0.0,3,3,3,3,0,1,2,2002,181.17,,Yes
57,No,Travel Rarely,593.0,Unknown,1.0,4,Medical,482,4,Male,88.0,3,2,Healthcare Representative,3,Unknown,6755.0,2967.0,2,Yes,No,11.0,3,3,,0.0,0,2,3,3,0,1,2,1966,562.92,,Yes
21,No,Unknown,895.0,Unknown,9.0,2,Unknown,0,1,Male,39.0,3,1,Sales Representative,4,Single,2619.11,2851.0,1,Yes,Unknown,24.0,4,3,,0.0,3,3,2,3,2,2,2,2002,218.26,,Yes
31,No,Travel Rarely,408.0,Unknown,9.0,4,Life Sciences,0,3,Male,42.0,2,1,Research Scientist,2,Unknown,2657.0,7551.0,0,Yes,Unknown,16.0,3,4,,0.0,3,5,3,2,0,2,2,1992,221.42,,Yes
29,No,Unknown,1283.0,Research & Development,17.0,3,Unknown,495,1,Male,54.0,3,1,Research Scientist,4,Unknown,3314.25,18168.0,9,Yes,No,16.0,0,4,,0.0,6,4,3,3,0,1,2,1994,276.19,,No
27,No,Travel Rarely,1469.0,Unknown,1.0,2,Unknown,0,4,Male,82.0,3,1,Laboratory Technician,2,Unknown,3299.17,17881.0,1,Yes,No,11.0,3,2,80.0,1.0,5,2,3,5,0,0,4,1996,274.93,,Yes
49,No,Travel Rarely,1261.0,Unknown,7.0,3,Other,0,2,Male,31.0,2,3,Healthcare Representative,3,Single,10965.0,12066.0,8,Yes,No,24.0,4,3,,0.0,0,2,3,5,0,0,0,1974,913.75,,Yes
36,No,Travel Rarely,329.0,Unknown,2.0,3,Unknown,501,4,Female,96.0,3,1,Research Scientist,3,Married,2543.0,11868.0,4,Yes,No,13.0,3,2,,1.0,0,3,3,2,0,2,2,1987,211.92,,Yes
34,Yes,Non Travel,1362.0,Unknown,19.0,3,Marketing,502,1,Male,67.0,4,2,Sales Executive,4,Unknown,5304.0,4652.0,8,Yes,Yes,13.0,3,2,,0.0,0,3,2,5,0,0,4,1989,442.0,,Yes
24,No,Unknown,1371.0,Unknown,10.0,4,Marketing,507,4,Female,77.0,3,2,Sales Executive,3,Divorced,6982.03,5915.0,1,Yes,Yes,12.0,3,4,,1.0,0,2,4,5,0,0,3,1999,581.84,,Yes
42,No,Unknown,201.0,Unknown,1.0,4,Unknown,517,2,Female,65.99,3,1,Laboratory Technician,1,Unknown,3299.17,20490.0,3,Yes,No,16.0,3,2,80.0,1.0,8,5,3,5,0,1,2,1981,274.93,,Yes
54,No,Unknown,821.0,Unknown,5.0,2,Medical,522,1,Male,86.0,3,2,Research Director,1,Married,19406.0,8509.0,4,Yes,Unknown,11.0,3,3,80.0,1.0,24,4,2,4,0,1,2,1969,1617.17,,No
34,No,Unknown,1381.0,Unknown,4.0,4,Unknown,523,3,Female,72.0,3,2,Sales Executive,3,Married,6538.0,12740.0,9,Yes,No,15.0,3,1,,1.0,0,3,3,3,0,1,2,1989,544.83,,Yes
43,No,Unknown,313.0,Unknown,21.0,3,Unknown,525,4,Male,61.0,3,1,Laboratory Technician,4,Unknown,2258.0,15238.0,7,Yes,Unknown,20.0,4,1,80.0,1.0,0,1,3,3,0,1,2,1980,188.17,,Yes
43,No,Travel Rarely,1473.0,Unknown,8.0,4,Other,526,3,Female,74.0,3,2,Healthcare Representative,3,Unknown,7812.92,2227.0,4,Yes,Yes,14.0,3,4,,0.0,0,3,3,5,0,0,2,1980,651.08,,Yes
31,No,Travel Rarely,329.0,Unknown,1.0,2,Unknown,530,4,Male,98.0,2,1,Laboratory Technician,1,Married,2218.0,16193.0,1,Yes,No,12.0,3,3,80.0,1.0,4,3,0,4,0,3,2,1992,184.83,,No
25,Yes,Travel Rarely,688.0,Unknown,3.0,3,Medical,0,1,Male,91.0,3,1,Laboratory Technician,1,Married,3299.17,9396.0,5,Yes,No,13.0,3,3,80.0,1.0,6,5,0,2,0,0,2,1998,274.93,,Yes
45,No,Unknown,192.0,Unknown,10.0,2,Life Sciences,544,1,Male,69.0,3,1,Research Scientist,4,Married,2654.0,9655.0,3,Yes,No,21.0,0,4,,2.0,8,3,2,2,0,0,2,1978,221.17,,Yes
52,No,Travel Rarely,1490.0,Unknown,4.0,2,Life Sciences,0,4,Female,65.99,3,4,Manager,4,Married,17421.96,10310.0,2,Yes,No,13.0,3,4,,0.0,31,2,1,5,0,1,4,1971,1451.83,,No
34,Yes,Travel Frequently,296.0,Unknown,6.0,2,Unknown,555,4,Female,33.0,1,1,Sales Representative,3,Unknown,2619.11,12253.0,0,Yes,No,16.0,3,4,,1.0,3,3,2,2,0,1,0,1989,218.26,,Yes
26,No,Travel Rarely,1349.0,Unknown,23.0,3,Life Sciences,0,1,Female,90.0,3,1,Research Scientist,4,Divorced,3314.25,3032.0,1,Yes,No,22.0,4,2,,2.0,0,3,1,3,0,0,2,1997,276.19,,Yes
29,No,Unknown,986.0,Unknown,3.0,4,Unknown,564,2,Male,93.0,2,3,Research Director,3,Unknown,11935.0,21526.0,1,Yes,No,18.0,3,3,,0.0,0,2,3,10,0,0,7,1994,994.58,,Yes
29,Yes,Unknown,408.0,Unknown,25.0,3,Technical Degree,0,3,Female,71.0,2,1,Research Scientist,2,Married,2546.0,18300.0,5,Yes,No,16.0,3,2,,0.0,6,2,4,2,0,1,1,1994,212.17,,No
46,No,Unknown,1009.0,Unknown,2.0,3,Life Sciences,0,1,Male,51.0,3,4,Research Director,3,Married,17861.0,2288.0,6,Yes,No,13.0,3,3,80.0,0.0,0,2,1,3,0,0,1,1977,1488.42,,No
46,No,Unknown,1125.0,Unknown,10.0,3,Marketing,580,3,Female,94.0,2,3,Sales Executive,4,Unknown,6982.03,11563.0,2,Yes,Unknown,19.0,3,3,80.0,1.0,15,3,3,3,0,1,2,1977,581.84,,No
30,No,Travel Rarely,413.0,Sales,7.0,1,Marketing,585,4,Male,57.0,3,1,Sales Representative,2,Single,2619.11,18398.0,0,Yes,Unknown,14.0,3,1,80.0,0.0,0,3,3,3,0,1,2,1993,218.26,,Yes
34,Yes,Travel Frequently,988.0,Human Resources,23.0,3,Unknown,0,2,Female,43.0,3,3,Human Resources,1,Divorced,4706.75,11533.0,9,Yes,Yes,15.0,3,3,,3.0,0,2,3,3,0,0,2,1989,392.23,,No
42,No,Unknown,1474.0,Unknown,5.0,2,Other,591,2,Male,97.0,3,1,Laboratory Technician,3,Married,3299.17,9260.0,4,Yes,No,17.0,3,4,,1.0,0,4,0,2,0,2,0,1981,274.93,,Yes
22,Yes,Unknown,1368.0,Research & Development,25.0,1,Technical Degree,593,3,Male,99.0,2,1,Laboratory Technician,3,Single,3894.0,9129.0,5,Yes,No,16.0,3,3,,0.0,4,3,3,2,0,1,2,2001,324.5,,Yes
29,No,Travel Rarely,232.0,Unknown,19.0,3,Technical Degree,611,4,Male,34.0,3,2,Manufacturing Director,4,Divorced,4262.0,22645.0,4,Yes,No,12.0,3,2,,2.0,8,2,4,3,2,1,2,1994,355.17,,Yes
46,No,Travel Frequently,1034.0,Research & Development,18.0,1,Medical,624,1,Female,86.0,3,3,Healthcare Representative,3,Married,10527.0,8984.0,5,Yes,No,11.0,3,4,,0.0,0,3,2,2,0,1,2,1977,877.25,,Yes
32,Yes,Unknown,1474.0,Sales,11.0,4,Other,631,4,Male,65.99,4,2,Sales Executive,3,Unknown,6982.03,23914.0,8,Yes,Unknown,12.0,3,4,80.0,0.0,0,2,3,4,0,1,2,1991,581.84,,Yes
24,No,Unknown,807.05,Unknown,24.0,3,Medical,632,4,Male,38.0,3,1,Sales Representative,4,Unknown,2400.0,5530.0,0,Yes,No,13.0,3,3,,2.0,3,3,3,2,0,2,1,1999,200.0,,No
35,No,Travel Rarely,538.0,Unknown,25.0,2,Unknown,652,1,Male,54.0,2,2,Laboratory Technician,4,Single,3681.0,14004.0,4,Yes,No,14.0,3,4,,0.0,0,3,3,3,0,0,2,1988,306.75,,No
42,No,Unknown,622.0,Unknown,2.0,4,Life Sciences,659,3,Female,81.0,3,2,Healthcare Representative,4,Married,7812.92,5718.0,1,Yes,No,13.0,3,2,,2.0,10,4,3,10,0,2,2,1981,651.08,,Yes
48,No,Travel Rarely,1236.0,Unknown,1.0,4,Unknown,664,4,Female,40.0,2,4,Manager,1,Married,17421.96,17997.0,7,Yes,No,11.0,3,1,,1.0,21,3,1,3,0,0,2,1975,1451.83,,Yes
44,No,Travel Rarely,1112.0,Unknown,1.0,4,Unknown,665,1,Female,50.0,2,2,Human Resources,3,Unknown,4706.75,26894.0,4,Yes,No,11.0,0,2,,0.0,10,1,4,2,2,0,2,1979,392.23,,Yes
34,No,Unknown,204.0,Sales,14.0,3,Unknown,666,3,Female,31.0,3,1,Sales Representative,3,Unknown,2619.11,2912.0,1,Yes,Yes,18.0,3,4,,2.0,8,3,3,8,0,0,6,1989,218.26,,Yes
21,No,Unknown,1343.0,Unknown,22.0,1,Technical Degree,0,3,Male,49.0,3,1,Sales Representative,3,Unknown,3447.0,24444.0,1,Yes,Unknown,11.0,0,3,,0.0,0,2,3,3,0,1,2,2002,287.25,,Yes
44,No,Travel Rarely,1315.0,Unknown,3.0,4,Unknown,671,4,Male,35.0,3,2,Manager,4,Unknown,19513.0,9358.0,4,Yes,Unknown,12.0,3,1,,1.0,26,2,4,2,0,0,1,1979,1626.08,,Yes
22,No,Travel Rarely,807.05,Unknown,6.0,1,Medical,675,1,Male,69.0,3,1,Research Scientist,3,Married,3314.25,12145.0,0,Yes,Unknown,20.0,4,4,80.0,0.0,0,3,3,2,0,2,2,2001,276.19,,Yes
26,No,Travel Rarely,991.0,Unknown,6.0,3,Unknown,686,3,Female,71.0,3,1,Laboratory Technician,4,Unknown,2659.0,17759.0,1,Yes,Yes,13.0,0,3,,1.0,0,2,3,3,0,0,2,1997,221.58,,No
36,No,Unknown,913.0,Unknown,9.0,2,Medical,699,2,Male,48.0,2,2,Manufacturing Director,2,Unknown,8847.0,13934.0,2,Yes,Yes,11.0,3,3,,1.0,13,2,3,3,0,0,2,1987,737.25,,Yes
27,No,Unknown,1115.0,Unknown,3.0,4,Medical,0,1,Male,54.0,2,1,Research Scientist,4,Single,2045.0,15174.0,0,Yes,Unknown,13.0,3,4,,0.0,5,0,3,4,0,1,1,1996,170.42,,Yes
23,No,Travel Rarely,885.0,Unknown,4.0,3,Unknown,705,1,Male,58.0,4,1,Research Scientist,1,Unknown,3314.25,8544.0,2,Yes,Unknown,16.0,3,1,,1.0,5,3,4,3,0,0,2,2000,276.19,,No
25,No,Unknown,810.0,Unknown,8.0,3,Life Sciences,707,4,Male,57.0,4,2,Sales Executive,2,Unknown,4851.0,15678.0,0,Yes,No,22.0,4,3,,1.0,4,4,3,3,0,1,2,1998,404.25,,No
48,No,Unknown,817.0,Unknown,14.0,1,Unknown,712,1,Male,56.0,4,2,Sales Executive,2,Married,8120.0,18597.0,3,Yes,Unknown,12.0,3,4,,0.0,0,3,3,2,0,2,2,1975,676.67,,Yes
24,Yes,Travel Rarely,693.0,Unknown,3.0,2,Life Sciences,0,1,Female,65.0,3,2,Sales Executive,3,Single,4577.0,24785.0,9,Yes,No,14.0,3,1,,0.0,0,3,3,2,0,2,0,1999,381.42,,Yes
60,No,Travel Rarely,1179.0,Unknown,16.0,4,Unknown,732,1,Male,84.0,3,2,Sales Executive,1,Single,5405.0,11924.0,8,Yes,No,14.0,3,4,80.0,0.0,10,1,3,2,0,2,2,1963,450.42,,No
50,No,Unknown,316.0,Unknown,8.0,4,Marketing,738,4,Male,54.0,3,1,Sales Representative,2,Married,2619.11,9983.0,7,Yes,No,15.0,3,4,,1.0,4,2,3,2,0,2,2,1973,218.26,,Yes
44,No,Non Travel,381.0,Unknown,24.0,3,Unknown,744,1,Male,49.0,1,1,Laboratory Technician,3,Single,3708.0,2104.0,2,Yes,Unknown,14.0,3,3,,0.0,9,5,3,5,0,1,4,1979,309.0,,No
47,No,Travel Frequently,217.0,Unknown,3.0,3,Unknown,746,4,Female,49.0,3,4,Sales Executive,3,Divorced,13770.0,10225.0,9,Yes,Yes,12.0,3,4,,2.0,28,2,2,22,0,11,13,1976,1147.5,,Yes
42,Yes,Unknown,933.0,Unknown,19.0,3,Unknown,752,3,Male,57.0,4,1,Research Scientist,3,Divorced,3314.25,20366.0,6,Yes,Unknown,12.0,3,4,,0.0,0,2,3,2,0,2,2,1981,276.19,,Yes
43,No,Travel Frequently,775.0,Unknown,15.0,3,Life Sciences,754,4,Male,47.0,2,2,Sales Executive,4,Married,6982.03,23683.0,3,Yes,Unknown,18.0,0,3,,1.0,7,5,3,2,0,2,2,1980,581.84,,Yes
